id,pose_name,sanskrit_name,category,difficulty_level,benefits,contraindications,breathing_pattern,duration_or_reps,modifications,instructions
102,Mystic's Knot,Rahasya Granthi,seated,beginner,"Mystic's Knot (Rahasya Granthi) is a seated yoga pose that offers numerous physical and mental benefits. Physically, it helps to stretch the shoulders, chest, and abdomen, while also improving spinal flexibility. Mentally, it can help to calm the mind, promote relaxation, and prepare the body for meditation.","Avoid Mystic's Knot if you have any shoulder or neck injuries, as it may exacerbate the condition. Additionally, individuals with severe back problems should approach this pose with caution and modify or avoid it if necessary.","Inhale deeply, lengthening the spine, then exhale slowly as you fold forward and bind the arms. Hold the breath for a brief moment, then inhale to release and repeat if desired.","Hold Mystic's Knot for 3-5 breaths, or up to 30 seconds, depending on your comfort level and focus.","If the full bind is challenging, use a strap or towel to assist in binding the arms. Alternatively, simply cross the arms over the knees or shins, keeping the shoulders relaxed and the chest open. For added support, sit on a block or cushion.","1. Begin by sitting on the floor with your legs crossed, keeping your back straight and your core engaged. 2. Inhale deeply, then exhale slowly as you lengthen your arms out to the sides and bind them around your shins or knees. 3. As you bind, fold forward slightly, keeping your shoulders relaxed and your chest open. 4. Hold the pose, breathing deeply and focusing on your inner space. 5. To release, inhale slowly and unwind your arms, then sit up straight, feeling refreshed and renewed."
103,Falling Leaves,Patra Pata,forward_fold,intermediate,"Falling Leaves (Patra Pata) is an intermediate forward bend that stretches the entire back side of the body, from the shoulders to the heels, and can help relieve stress and improve flexibility. It also strengthens the core and can help improve balance and focus. Regular practice of this pose can also help alleviate symptoms of sciatica and lower back pain.","This pose is not recommended for individuals with severe back injuries, herniated disks, or spinal conditions. Pregnant women should also avoid this pose, especially in the later stages of pregnancy.","Inhale deeply, lengthening the spine, and exhale slowly as you fold forward, keeping the breath smooth and controlled throughout the movement.","Hold the pose for 3-5 breaths, or 30-60 seconds, and repeat 2-3 times.","For a more accessible version, use a block or strap to support the hands or torso. You can also bend the knees slightly to reduce the stretch in the back of the legs. For a deeper stretch, try lifting the heels off the ground or using a wall for support.","Step 1: Start in a standing position with the feet hip-width apart, parallel to each other, and facing forward. Step 2: Inhale deeply and lengthen the spine, engaging the core and feeling a sense of grounding. Step 3: Exhale slowly and fold forward, keeping the knees slightly bent if necessary, and reaching for the ground or a block with the hands. Step 4: Keep the breath smooth and controlled, feeling the stretch in the back side of the body and the strength in the core."
104,Cosmic Wheel,Brahmanda Chakra,standing,intermediate,"The Cosmic Wheel pose strengthens the legs, hips, and spine, while improving balance and flexibility. It also helps to expand the chest and improve respiratory capacity. Additionally, it promotes a sense of inner balance and harmony, calming the mind and uplifting the spirit.","Avoid this pose if you have severe back problems, sciatica, or recent injuries to the knees or hips.","Inhale as you lengthen your spine and expand your chest, exhale as you bend your knees and lower your torso.","Hold the pose for 3-5 breaths, repeat 2-3 times.","Use a block or strap to support your hands if you're unable to reach the ground. Alternatively, practice a modified version of the pose with your hands on a wall or a chair for support.","1. Stand with your feet hip-width apart, arms by your sides, and engage your core. 2. Inhale and lengthen your spine, then exhale and bend your knees slightly, keeping your weight evenly distributed between both legs. 3. As you inhale, stretch your arms up and out to the sides, keeping them parallel to the ground. 4. As you exhale, continue to bend your knees and lower your torso, stretching your arms and chest forward and downward. 5. Keep your neck long and your gaze forward, feeling the expansion in your chest and the balance in your entire body."
105,Wishbone,Manokamana,balancing,advanced,"The Wishbone pose, or Manokamana, strengthens the legs and core, while improving balance and focus. It also stretches the chest and shoulders, promoting better posture and reducing tension. Regular practice can also enhance mental clarity and confidence.","Avoid this pose if you have severe ankle or knee injuries, or if you experience dizziness or lightheadedness. Pregnant women should also modify or avoid this pose, especially in the later stages of pregnancy.","Inhale as you lift your arms and balance on one leg, exhale as you lower your arms and descend back to the starting position.","Hold the pose for 3-5 breaths, or 30-60 seconds, on each leg. Repeat for 2-3 sets on each side.","For beginners, start by practicing the pose with support from a wall or block. You can also modify the pose by keeping the back leg slightly bent or using a chair for balance. Use a strap to deepen the chest stretch if needed.","1. Begin in Mountain Pose (Tadasana) with your feet hip-width apart, then shift your weight onto one leg and lift the other foot off the ground. 2. Bend your knee and bring your heel towards your glutes, keeping your back straight and core engaged. 3. Extend your arms out to the sides, parallel to the ground, and balance on one leg, keeping your gaze forward and focused. 4. As you balance, lift your chest and stretch your shoulders, feeling the opening in your chest and shoulders. 5. Slowly lower your arms and descend back to Mountain Pose, then repeat on the other side."
106,Golden Ratio,Suvarna Anupata,standing,intermediate,"The Golden Ratio pose (Suvarna Anupata) offers numerous physical and mental benefits, including improved balance and focus, strengthened ankles and calves, and enhanced overall posture. It also cultivates mental clarity and concentration by requiring the practitioner to engage their core and maintain a steady gaze. Regular practice of this pose can lead to increased confidence and poise.","Avoid practicing Golden Ratio if you have any ankle or knee injuries, or if you experience severe dizziness or vertigo. Additionally, pregnant women should approach with caution and modify the pose as needed.","Inhale and lengthen the spine, engaging the core. Exhale and deepen the stretch, maintaining balance and stability.","Hold the Golden Ratio pose for 3-5 breaths on each leg, repeating for 2-3 rounds.","For beginners or those with balance issues, use a block or wall for support. Alternatively, practice the pose with a wider stance or with one hand on a wall for added stability.","1. Stand on one leg, with the other foot resting against the inner thigh. Engage the core, lift the arms overhead, and gaze forward. 2. Lengthen the spine and stretch the arms, maintaining balance and stability. 3. Slightly bend the standing knee and lift the heel, deepening the stretch and engaging the calf muscles. 4. Hold the pose, focusing on the breath and maintaining balance. 5. Repeat on the other leg."
107,Savant's Slouch,Pandita Akunchana,seated,beginner,"Savant's Slouch (Pandita Akunchana) stretches the chest and shoulders, promoting relaxation and reducing stress. It can also help improve posture by opening up the thoracic spine. Additionally, this pose can calm the mind and prepare the body for meditation.","Avoid this pose if you have any injuries to the shoulders, chest, or upper back. Pregnant women should also avoid this pose, especially in the later stages of pregnancy.","Inhale deeply, feeling the chest expand, and exhale slowly, allowing the shoulders to slouch and the chest to release.","Hold this pose for 3-5 minutes, breathing naturally, and repeat as needed.","For a more accessible version, place a block or strap under the forehead for support. You can also use a wall for support, allowing the back to rest against the wall while maintaining the slouch.","Step 1: Sit comfortably on the floor with your legs crossed or in a seated position. Step 2: Slowly allow your chest to drop, letting your shoulders slouch and your head lower towards the ground. Step 3: Release any tension in the neck and shoulders, allowing the weight of the head to rest on the ground or a block. Step 4: Close your eyes and focus on your breath, feeling the relaxation spread through the body."
108,Luminous Drop,Dipa Bindu,forward_fold,intermediate,"The Luminous Drop (Dipa Bindu) pose helps to stretch and lengthen the spine, relieving tension in the neck and shoulders. It also promotes relaxation and reduces stress by calming the mind and nervous system. Additionally, it can improve flexibility in the hips and knees.","Avoid this pose if you have any neck or shoulder injuries, or if you experience dizziness or lightheadedness when bending forward. Pregnant women should also modify or avoid this pose, especially in the later stages of pregnancy.","Inhale and lengthen the spine, exhale and fold forward, keeping the knees slightly bent if necessary. Continue to breathe deeply, inhaling to lengthen and exhaling to deepen the stretch.","Hold the pose for 3-5 breaths, or 30-60 seconds. You can also repeat the pose 2-3 times, resting in a neutral position between repetitions.","For a more accessible version, bend the knees slightly or use a block or strap to support the hands. You can also practice a gentle, seated forward bend (Paschimottanasana) instead, with the legs extended in front of you.","1. Stand with your feet hip-width apart, then take a large step forward with one foot. 2. Bend your front knee and extend your arms forward, keeping them parallel to the ground. 3. Exhale and fold forward, reaching for the ground or a block with your hands. 4. Keep your back knee slightly bent if necessary, and engage your core to support your spine. 5. Lengthen your spine and deepen the stretch with each exhalation."
109,Celestial Map,Akasha Karta,balancing,advanced,"Celestial Map (Akasha Karta) strengthens the arms, shoulders, and core, while also improving balance, focus, and overall mental clarity. It stretches the chest, shoulders, and upper back, promoting flexibility and range of motion. Regular practice can lead to increased confidence and self-awareness.","Avoid this pose if you have severe shoulder, wrist, or knee injuries, or if you experience vertigo or dizziness. Also, those with high blood pressure or pregnancy should consult their doctor before practicing.","Inhale as you lift your legs up and balance. Exhale as you engage your core and maintain the balance. Continue to breathe smoothly and naturally, feeling the pose and your body.","Hold the pose for 3-5 breaths on each side, or as long as you feel comfortable and balanced. Repeat 2-3 times on each side.","For a modified version, use a block or a strap under your hands or feet for support. You can also practice the pose with your knees slightly bent or with one leg lifted at a time. For an easier variation, try lifting only one leg off the ground and balancing on the other leg and your hands.","1. Start in a tabletop position on all fours, with your hands shoulder-width apart and your knees directly under your hips. 2. Engage your core, lift your right leg up and balance on your left leg and hands. As you lift your leg, extend your spine and look forward, keeping your shoulders down and away from your ears. 3. Hold the balance and breathe smoothly, feeling the pose and your body. 4. Slowly lower your leg back down and repeat on the other side, lifting your left leg up and balancing on your right leg and hands."
110,Four Winds,Catur Vayu,standing,intermediate,"The Four Winds pose strengthens the ankles, calves, and legs, while also improving balance and concentration. It also helps to stretch the hips and calves, relieving tension and improving flexibility. Practicing this pose regularly can also enhance mental focus and stability.","Avoid practicing the Four Winds pose if you have any ankle or knee injuries, or if you experience any dizziness or balance issues. Pregnant women should also avoid this pose, especially in the later stages of pregnancy.","Inhale as you lift your heels and balance on your toes, exhale as you lower back down to the starting position.","Hold the pose for 3-5 breaths, repeat for 3-5 repetitions on each leg.","For a modified version, practice the pose with your back against a wall for support, or use blocks under your heels to reduce the depth of the stretch. You can also practice the pose on a softer surface, such as a yoga mat or grass, to reduce the impact on your joints.","1. Stand with your feet hip-width apart and parallel to each other, engage your core and lift your arms to shoulder height. 2. Slowly lift your heels off the ground, balancing on your toes and keeping your knees straight. 3. Keep your spine long and your gaze forward, focusing on a point in front of you. 4. As you lift your heels, rotate your torso slightly to the right, keeping your arms and legs in a straight line. 5. Repeat on the other side, rotating your torso to the left."
111,Starlight Slip,Tara Sarana,forward_fold,intermediate,"The Starlight Slip (Tara Sarana) forward fold provides a deep stretch for the hamstrings, calves, and spine, while also calming the nervous system and promoting relaxation. It can also help to improve flexibility and balance. Regular practice of this pose can lead to greater overall flexibility and reduced stress levels.","Avoid this pose if you have any severe back or neck injuries, or if you experience dizziness or lightheadedness when folding forward. Pregnant women should also modify the pose or avoid it altogether, especially in the later stages of pregnancy.","Inhale: Lengthen the spine and reach the arms up towards the ceiling. Exhale: Fold forward, reaching for the toes or shins, and release any tension in the neck and shoulders.","Hold the pose for 3-5 breaths, or 30-60 seconds, and repeat 2-3 times.","For a more accessible version, place a block or strap near the feet to support the hands, or bend the knees slightly to reduce the depth of the stretch. You can also practice the pose with the back against a wall for added support.","1. Begin by standing with the feet hip-width apart, then take a deep breath in and reach the arms up towards the ceiling. 2. As you exhale, fold forward at the hips and reach for the toes or shins, allowing the arms to dangle and the head to release. 3. Keep the knees slightly bent if necessary, and engage the core to support the back. 4. Hold the pose and focus on the breath, feeling the stretch in the hamstrings and calves. 5. To release, inhale and slowly roll up to standing, reaching the arms up towards the ceiling once again."
112,River Rock,Nadi Shila,balancing,advanced,"River Rock (Nadi Shila) improves balance and focus, while also engaging the core and strengthening the ankles. This pose can help build confidence and mental clarity. Regular practice can also improve overall flexibility and stability.",Avoid River Rock if you have severe ankle injuries or chronic balance issues. It's also not recommended for those with recent hip or knee surgeries.,"Inhale as you balance and lengthen, exhale as you engage your core and stabilize.","Hold River Rock for 3-5 breaths, repeat on the other side. Gradually increase the duration as you build balance and control.","For beginners, practice near a wall for support or use a block under the opposite hand for added stability. You can also start with a wider stance, then gradually narrow it as you build balance.","1. Start in Mountain Pose, then shift your weight onto one leg and bend the other knee, keeping your foot flexed. 2. Extend your opposite arm and place your palm on the ground beside your standing leg, with your fingers spread wide. 3. Engage your core, lift your chest, and balance on one leg, keeping your spine long and your gaze forward. 4. As you balance, slowly lift your arm and leg away from your body, maintaining control and stability throughout the pose."
113,Moon's Aura,Chandra Aavara,restorative,beginner,"Moon's Aura (Chandra Aavara) provides physical benefits by gently stretching the chest, shoulders, and upper back, while also promoting relaxation. This restorative pose calms the mind, reducing stress and anxiety. Regular practice can also improve sleep quality.","Avoid this pose if you have any recent injuries to the shoulders, chest, or upper back. Additionally, those with severe spinal conditions or osteoporosis should modify the pose carefully or consult a healthcare professional.","Inhale deeply, feeling the chest expand and the shoulders relax. Exhale slowly, allowing the body to release any tension and settle into the pose.","Hold the pose for 5-10 minutes, allowing the body to fully relax and recharge.","To make the pose more accessible, use a block or pillow under the head and neck for support. You can also use a strap to gently deepen the stretch in the chest and shoulders.","1. Start by lying on your back with your knees bent and feet flat on the ground. Place a block or pillow under your lower back for support. 2. Allow your arms to relax by your sides, with your palms facing upwards. 3. As you inhale, gently press your chest forward, feeling the stretch in your shoulders and upper back. Exhale, releasing any tension and allowing your body to settle into the pose. 4. Close your eyes and focus on your breath, feeling the calmness and relaxation spread throughout your body."
114,New Horizon,Nava Akasha,standing,intermediate,"New Horizon (Nava Akasha) is a balancing standing pose that strengthens the ankles, calves, and spine while opening the chest and shoulders. It also improves focus, concentration, and balance, promoting mental clarity and calmness. Regular practice can help alleviate stress and anxiety.","Avoid practicing New Horizon if you have severe ankle or knee injuries, or if you experience dizziness or lightheadedness. Pregnant women and individuals with high blood pressure should also modify or avoid this pose.","Inhale as you prepare to balance, exhale as you engage your core and lift your arms, and breathe naturally while holding the pose.","Hold the pose for 3-5 breaths on each leg, repeating for 2-3 sets on each side.","If you're new to balancing poses, practice with a block or wall support for stability. You can also modify by keeping your back foot on the ground instead of lifting it, or by using a strap to deepen the chest expansion.","1. Stand with your feet hip-width apart and engage your core. 2. Shift your weight onto one leg, lifting the other foot off the ground and balancing on the ball of the standing foot. 3. As you inhale, lengthen your spine and lift your arms up overhead, expanding your chest and shoulders. 4. Gaze forward, focusing on a point in front of you, and exhale, engaging your core and stabilizing your balance. 5. Hold the pose, breathing naturally, before slowly lowering your arms and leg to release."
115,Echo Chamber,Dhvani Guha,twist,intermediate,"Echo Chamber (Dhvani Guha) offers physical benefits such as improved spinal flexibility, strengthened obliques, and enhanced balance. Mentally, it cultivates focus and calmness, promoting inner awareness. This pose also helps to quiet the mind by releasing tension in the neck and shoulders.","This pose is not recommended for individuals with severe spinal injuries, recent neck or shoulder surgeries, or those who experience any sharp pain or discomfort in their neck or shoulders. Pregnant women should also approach with caution and consult their healthcare provider.","Inhale: Lengthen the spine and prepare for the twist. Exhale: Twist to the right, keeping the hips facing forward. Inhale: Lengthen the spine again. Exhale: Twist to the left, maintaining hip alignment.","Hold the twist for 30 seconds to 1 minute on each side, breathing deeply and smoothly. Repeat 2-3 times, alternating sides.","For beginners or those with limited flexibility, use a block or strap to support the hand on the knee or ankle. Alternatively, practice a gentle seated twist with feet on the floor, keeping the knees slightly bent. For added challenge, lift the back heel off the ground and balance on the ball of the foot.","1. Sit on the ground with your legs crossed, right foot on top of the left. Lengthen your spine and engage your core. 2. Twist your torso to the right, keeping your hips facing forward. Place your right hand on the outside of your left knee or ankle, depending on your flexibility. 3. Look over your right shoulder, keeping your chin parallel to the ground. 4. Engage your left shoulder blade to deepen the twist and maintain balance."
